"Census_date","Site","Transect_plot","Quad","Xcoord","Ycoord","Stem_diam_mm","Height_cm","Canopy_width_cm","Num_total_branches","Phenology","Num_flowers","Num_fruits","Longest_fruit_cm","Notes","Band","Band_num","Band_color","Pick_color","Sword_color","Tag","2018tag","2019tag","Buds","Longest_leaf_cm","Herbivory","Category_herbivory","Year_marked","Num_repro_branches","Leaf_thickness_mm","Census_year","Collected_by","Date_entered","Num_leaves","Entered_by","Stem_diam_mm_UFA"
2020-07-27,"WL2","204A","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO PLANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",NA
2020-07-27,"WL2","204A","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO PLANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",NA
2020-07-27,"WL2","204A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO PLANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",NA
2020-07-27,"WL2","204B","0.5",NA,NA,"<1","1.4",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","Y",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204B","0.5",NA,NA,"<1","1.3",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","N",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204B","0.5",NA,NA,"<1","2.1",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","N",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204B","1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO PLANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",NA
2020-07-27,"WL2","204B","2.5",NA,NA,"<1","3.9",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.7","N",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204B","2.5",NA,NA,"<1","2.7",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5","N",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204B","2.5",NA,NA,"<1","2.5",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.7","Y",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204B","2.5",NA,NA,"<1","2.5",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6","N",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204B","2.5",NA,NA,"<1","2.9",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.8","N",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204B","2.5",NA,NA,"<1","2.8",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5","N",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204B","3.5",NA,NA,"<1","2.1",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","N",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204B","3.5",NA,NA,"<1","1.6",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4","N",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204B","3.5",NA,NA,"<1","2.0",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5","N",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204B","3.5",NA,NA,"<1","2.1",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6","N",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204B","3.5",NA,NA,"<1","2.2",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5","N",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204B","3.5",NA,NA,"<1","2.0",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4","N",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204B","3.5",NA,NA,"<1","2.4",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6","N",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204B","4.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",NA
2020-07-27,"WL2","204C","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO PLANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",NA
2020-07-27,"WL2","204C","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO PLANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",NA
2020-07-27,"WL2","204C","1",49,39,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"blue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,2021-07-20,NA,"SHS",NA
2020-07-27,"WL2","204C","1",26,48,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"blue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,2021-07-20,NA,"SHS",NA
2020-07-27,"WL2","204C","2",42,5,"<1","1.7",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5","N",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204C","2",41,14,"<1","3.3",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.8","N",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204C","3",NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,"in Q2, 7 blue bird bands, 1 red all dead",NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,2021-07-20,NA,"SHS",NA
2020-07-27,"WL2","204C","3",40,50,"<1","1.9",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.7","N",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204C","3",41,8,"<1","3.1",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.1","N",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204C","4",8,2,"<1","2.8",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.0","N",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204C","4",12,5,"<1","3.4",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.1","N",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204C","4",8,15,"<1","1.7",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6","N",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204C","4",7,18,"<1","1.6",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5","N",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204C","4",48,46,"<1","1.5",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5","N",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204C","4",32,25,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"blue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,2021-07-20,NA,"SHS",NA
2020-07-27,"WL2","204C","4",30,40,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"blue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,2021-07-20,NA,"SHS",NA
2020-07-27,"WL2","204C","4",32,25,NA,NA,NA,NA,"X",NA,NA,NA,"repeat",NA,NA,"blue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,2021-07-20,NA,"SHS",NA
2020-07-27,"WL2","204C","4",30,40,NA,NA,NA,NA,"X",NA,NA,NA,"repeat",NA,NA,"blue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,2021-07-20,NA,"SHS",NA
2020-07-27,"WL2","204D","0.5",NA,NA,"<1","3.4",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4","N",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204D","0.5",40,50,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,2021-07-20,NA,"SHS",NA
2020-07-27,"WL2","204D","1",10,50,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,2021-07-20,NA,"SHS",NA
2020-07-27,"WL2","204D","1.5",NA,NA,"<1","3.1",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.7","N",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204D","1.5",NA,NA,"<1","2.0",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4","N",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204D","1.5",NA,NA,"<1","3.2",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.7","N",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204D","1.5",NA,NA,"<1","2.3",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4","N",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204D","1.5",NA,NA,"<1","2.1",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4","N",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204D","2.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",NA
2020-07-27,"WL2","204D","2.5",48,48,"<1","1.0",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","N",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204D","2.5",48,42,"<1","2.0",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5","N",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204D","2.5",49,44,"<1","2.1",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5","N",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204D","2.5",33,18,"<1","1.2",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","N",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204D","2.5",26,34,"<1","2.2",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6","N",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204D","2.5",22,23,"<1","2.5",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","N",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204D","2.5",24,40,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"blue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,2021-07-20,NA,"SHS",NA
2020-07-27,"WL2","204D","2.5",20,50,NA,NA,NA,NA,"X",NA,NA,NA,"old, may be dead, heavy herb damage, red 4 band",NA,NA,"blue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,2021-07-20,NA,"SHS",NA
2020-07-27,"WL2","204D","3.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO PLANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",NA
2020-07-27,"WL2","204D","4",48,12,"<1","1.8",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.7","N",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204D","4",49,13,"<1","2.1",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.7","N",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204D","4.5",10,43,"2.22",NA,NA,NA,"V",NA,NA,NA,NA,NA,4,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,2021-07-20,NA,"SHS",2.22
2020-07-27,"WL2","204D","4.5",37,30,"<1","2.4",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6","N",NA,NA,NA,NA,2020,NA,2021-07-23,NA,"SHS",0.5
2020-07-27,"WL2","204D","4.5",8,44,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"blue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,2021-07-20,NA,"SHS",NA
2020-07-27,"WL2","204D","4.5",20,20,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"blue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,2021-07-20,NA,"SHS",NA
2021-07-27,"WL2","201A","0.0",NA,NA,"<1","2.7",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,"blue",NA,NA,NA,NA,NA,"0.4","N",NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",0.5
2021-07-27,"WL2","201A","0.0",NA,NA,"<1","1.6",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,"yellow",NA,NA,NA,NA,NA,"0.4","N",NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",0.5
2021-07-27,"WL2","201A","0.0",NA,NA,"<1","1.4",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,"yellow",NA,NA,NA,NA,NA,"0.3","N",NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",0.5
2021-07-27,"WL2","201A","0.0",NA,NA,"<1","2.0",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,"yellow",NA,NA,NA,NA,NA,"0.4","N",NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",0.5
2021-07-27,"WL2","201A","0.0",32,6,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,3,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",NA
2021-07-27,"WL2","201A","0.0",15,41,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,17,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",NA
2021-07-27,"WL2","201A","0.0",13,41,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,22,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",NA
2021-07-27,"WL2","201A","0.0",50,10,"1.31","10.2",NA,1,"P","0.0","3.0",3.1,NA,NA,69,"orange",NA,"orange",NA,NA,NA,NA,NA,"N",NA,NA,1,NA,2021,NA,2021-09-05,NA,"EC",1.31
2021-07-27,"WL2","201A","1.0",NA,NA,NA,"2.4",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,"yellow",NA,NA,NA,NA,NA,"0.5","N",NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",NA
2021-07-27,"WL2","201A","1.0",11,21,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,33,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",NA
2021-07-27,"WL2","201A","1.0",9,9,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,13,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",NA
2021-07-27,"WL2","201A","1.0",NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,44,"orange",NA,"green",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",NA
2021-07-27,"WL2","201B","0.0",NA,NA,"<1","3.7",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,"blue",NA,NA,NA,NA,NA,"0.7","N",NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",0.5
2021-07-27,"WL2","201B","0.0",NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,"yellow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",NA
2021-07-27,"WL2","201B","0.0",NA,NA,"<1","2.1",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,"yellow",NA,NA,NA,NA,NA,"0.4","N",NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",0.5
2021-07-27,"WL2","201B","0.0",NA,NA,"<1","2.8",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,"yellow",NA,NA,NA,NA,NA,"0.3","N",NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",0.5
2021-07-27,"WL2","201B","0.0",NA,NA,"<1","1.6",NA,1,"V",NA,NA,NA,"looks soggy",NA,NA,NA,"yellow",NA,NA,NA,NA,NA,"0.3","N",NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",0.5
2021-07-27,"WL2","201B","0.0",NA,NA,"<1","2.7",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,"yellow",NA,NA,NA,NA,NA,"0.5","N",NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",0.5
2021-07-27,"WL2","201B","0.0",NA,NA,"<1","1.4",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,"0.3","N",NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",0.5
2021-07-27,"WL2","201B","0.0",NA,NA,"<1","1.8",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,"0.3","N",NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",0.5
2021-07-27,"WL2","201B","0.0",NA,NA,"<1","3.1",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,"0.6","N",NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",0.5
2021-07-27,"WL2","201B","0.0",NA,NA,"<1","1.7",NA,1,"V",NA,NA,NA,"dying",NA,NA,NA,"red",NA,NA,NA,NA,NA,"0.2","N",NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",0.5
2021-07-27,"WL2","201B","0.5",23,15,NA,NA,NA,NA,"X",NA,NA,NA,"snapped;dead",NA,8,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",NA
2021-07-27,"WL2","201B","0.5",10,50,NA,NA,NA,NA,NA,NA,NA,NA,"missing",NA,12,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",NA
2021-07-27,"WL2","201B","0.5",3,24,NA,NA,NA,NA,"X",NA,NA,NA,"snapped;dead",NA,24,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",NA
2021-07-27,"WL2","201B","0.5",35,48,NA,NA,NA,NA,"X",NA,NA,NA,"snapped;dead",NA,29,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",NA
2021-07-27,"WL2","201B","0.5",7,50,NA,NA,NA,NA,NA,NA,NA,NA,"missing",NA,31,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",NA
2021-07-27,"WL2","201B","1.0",NA,NA,"<1","2.5",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,"blue",NA,NA,NA,NA,NA,"0.4","N",NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",0.5
2021-07-27,"WL2","201B","1.0",NA,NA,NA,"4.1",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,"blue",NA,NA,NA,NA,NA,"0.7","N",NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",NA
2021-07-27,"WL2","201B","1.0",NA,NA,"<1","2.1",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,"yellow",NA,NA,NA,NA,NA,"0.6","N",NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",0.5
2021-07-27,"WL2","201B","1.0",NA,NA,"<1","2.2",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,"0.6","N",NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",0.5
2021-07-27,"WL2","201B","1.0",NA,NA,"<1","2.1",NA,1,"V",NA,NA,NA,"dying",NA,NA,NA,"red",NA,NA,NA,NA,NA,"0.4","N",NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",0.5
2021-07-27,"WL2","201B","1.5",24,47,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,6,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",NA
2021-07-27,"WL2","201B","1.5",10,22,NA,NA,NA,NA,NA,NA,NA,NA,"gopher mound;missing",NA,20,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",NA
2021-07-27,"WL2","201B","1.5",22,39,NA,NA,NA,NA,"X",NA,NA,NA,"snapped",NA,32,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",NA
2021-07-27,"WL2","201B","1.5",5,12,NA,NA,NA,NA,NA,NA,NA,NA,"missing;mound",NA,30,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",NA
2021-07-27,"WL2","201B","2.0",NA,NA,"<1","2.8",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,"yellow",NA,NA,NA,NA,NA,"0.4","N",NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",0.5
2021-07-27,"WL2","201B","2.0",NA,NA,"<1","1.1",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,"0.2","N",NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",0.5
2021-07-27,"WL2","201B","3.0",NA,NA,"<1","3.0",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,"0.6","N",NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",0.5
2021-07-27,"WL2","201B","3.0",9,33,"1.7","13.4",NA,2,"P","1.0","1.0",1,"loose blue pick",NA,58,"orange",NA,"blue",NA,NA,NA,NA,NA,"Y",NA,NA,1,NA,2021,NA,2021-09-05,NA,"EC",1.7
2021-07-27,"WL2","201B","4.0",NA,NA,"<1","2.0",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,"blue",NA,NA,NA,NA,NA,"0.3","N",NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",0.5
2021-07-27,"WL2","201B","4.0",NA,NA,"<1","2.0",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,"blue",NA,NA,NA,NA,NA,"0.3","N",NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",0.5
2021-07-27,"WL2","201B","4.0",NA,NA,"<1","1.9",NA,1,"V",NA,NA,NA,"dying",NA,NA,NA,"yellow",NA,NA,NA,NA,NA,"0.5","N",NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",0.5
2021-07-27,"WL2","201B","4.0",NA,NA,"<1","3.1",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,"yellow",NA,NA,NA,NA,NA,"0.6","N",NA,NA,NA,NA,2021,NA,2021-09-05,NA,"EC",0.5
2021-07-27,"WL2","201B","4.0",NA,NA,"<1","2.5",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,"0.6","N",NA,NA,NA,NA,2021,NA,2021-09-08,NA,"EC",0.5
2021-07-27,"WL2","201B","4.0",NA,NA,"<1","2.4",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,"0.5","N",NA,NA,NA,NA,2021,NA,2021-09-08,NA,"EC",0.5
2021-07-27,"WL2","201B","4.0",NA,NA,"<1","2.2",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,"0.5","N",NA,NA,NA,NA,2021,NA,2021-09-08,NA,"EC",0.5
2021-07-27,"WL2","201B","4.5",6,32,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,23,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,2021-09-08,NA,"EC",NA
2021-07-27,"WL2","201B","4.5",40,19,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,27,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,2021-09-08,NA,"EC",NA
